case_id,num_hard_constraint_facts,ground_truth_result,ground_truth_model,llm_judgment,llm_modifications,llm_response_raw,llm_correctness,llm_validation_result,error,elapsed_time_sec,has_hard_constraint,llm_flips,llm_modified_count,total_facts,flip_rate_on_modified,flip_rate_on_all,flipped_details,smt_flips,smt_flip_rate
case_39,1,UNSAT,,SAT,"{'internal_control_executed': True, 'internal_operation_executed': True}","{""judgment"": ""SAT"", ""modifications"": {""internal_control_executed"": true, ""internal_operation_executed"": true}, ""reasoning"": ""調整內部控制及內部作業制度的執行狀態為已執行，以符合銀行法及相關規定，避免因未確實執行內部控制制度而被罰款。內部處理制度執行狀態固定為未執行，但無硬性約束要求其必須執行，因此只需確保其他制度執行即可達成無罰款目標。""}",False,UNSAT,,2.73677396774292,True,2,2,7,100.0,28.57,"[{""variable"": ""internal_control_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_operation_executed"", ""original"": false, ""modified"": true}]",,
case_40,4,UNSAT,,SAT,"{'internal_control_system_established': True, 'internal_control_system_executed': True, 'internal_handling_system_established': True, 'internal_handling_system_executed': True, 'collection_only_to_cardholder_and_guarantor': True}","{""judgment"": ""SAT"", ""modifications"": {""internal_control_system_established"": true, ""internal_control_system_executed"": true, ""internal_handling_system_established"": true, ""internal_handling_system_executed"": true, ""collection_only_to_cardholder_and_guarantor"": true}, ""reasoning"": ""建立並確實執行內部控制制度及內部處理制度，並確保催收僅針對持卡人及保證人，避免對第三人不當催收，符合銀行法第45條之1及第129條第7款規定，可達成無罰款(PENALTY=false)的合規狀態。""}",False,UNSAT,,2.700745820999146,True,5,5,21,100.0,23.81,"[{""variable"": ""internal_control_system_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_system_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_system_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_system_executed"", ""original"": false, ""modified"": true}, {""variable"": ""collection_only_to_cardholder_and_guarantor"", ""original"": false, ""modified"": true}]",,
case_41,1,UNSAT,,SAT,"{'internal_control_system_established': True, 'internal_control_system_executed': True, 'internal_handling_system_established': True, 'internal_handling_system_executed': True, 'internal_operation_system_established': True, 'internal_control_established': True, 'internal_control_executed': True, 'internal_handling_established': True, 'internal_handling_executed': True}","{""judgment"": ""SAT"", ""modifications"": {""internal_control_system_established"": true, ""internal_control_system_executed"": true, ""internal_handling_system_established"": true, ""internal_handling_system_executed"": true, ""internal_operation_system_established"": true, ""internal_control_established"": true, ""internal_control_executed"": true, ""internal_handling_established"": true, ""internal_handling_executed"": true}, ""reasoning"": ""根據銀行法第45-1條規定，銀行必須建立並確實執行內部控制及相關制度。將相關內部控制及處理制度建立並執行，能符合規定，避免違法情事，從而達成無罰款(PE",False,UNSAT,,4.812454223632812,True,9,9,13,100.0,69.23,"[{""variable"": ""internal_control_system_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_system_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_system_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_system_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_operation_system_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_executed"", ""original"": false, ""modified"": true}]",,
case_42,0,SAT,,SAT,"{'disposal_completed': True, 'shareholding_percentage': 4.99, 'shareholding_excess_disposal_not_done': False, 'violation_4': False, 'violation_5': False, 'reporting_and_announcement_compliance': True}","{""judgment"": ""SAT"", ""modifications"": {""disposal_completed"": true, ""shareholding_percentage"": 4.99, ""shareholding_excess_disposal_not_done"": false, ""violation_4"": false, ""violation_5"": false, ""reporting_and_announcement_compliance"": true}, ""reasoning"": ""為達到無罰款狀態，必須完成超過5%持股部分的處分，將持股比例降至5%以下，並符合申報及處分期限要求，消除違反金控法第16條第10項及第60條第4款規定的違規事實。""}",False,UNSAT,,2.436530113220215,False,6,6,32,100.0,18.75,"[{""variable"": ""disposal_completed"", ""original"": false, ""modified"": true}, {""variable"": ""shareholding_percentage"", ""original"": 9.23, ""modified"": 4.99}, {""variable"": ""shareholding_excess_disposal_not_done"", ""original"": true, ""modified"": false}, {""variable"": ""violation_4"", ""original"": true, ""modified"": false}, {""variable"": ""violation_5"", ""original"": true, ""modified"": false}, {""variable"": ""reporting_and_announcement_compliance"", ""original"": false, ""modified"": true}]",8,25.0
case_43,0,SAT,,SAT,"{'internal_control_established': True, 'internal_control_and_audit_established': True, 'internal_control_executed': True, 'internal_control_and_audit_executed': True, 'subsidiary_business_management': True, 'subsidiary_business_scope_ok': True, 'excess_business_or_investment_adjustment_required': False, 'other_necessary_measures': False}","{""judgment"": ""SAT"", ""modifications"": {""internal_control_established"": true, ""internal_control_and_audit_established"": true, ""internal_control_executed"": true, ""internal_control_and_audit_executed"": true, ""subsidiary_business_management"": true, ""subsidiary_business_scope_ok"": true, ""excess_business_or_investment_adjustment_required"": false, ""other_necessary_measures"": false}, ""reasoning"": ""建立並執行完善的內部控制及稽核制度，善盡子公司管理義務，確保子公司業務及投資範圍符合法令規定，並完成必要調整，符合金融控股公司法相關規定，避免罰鍰。""}",False,UNSAT,,2.996935844421387,False,8,8,23,100.0,34.78,"[{""variable"": ""internal_control_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_and_audit_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_and_audit_executed"", ""original"": false, ""modified"": true}, {""variable"": ""subsidiary_business_management"", ""original"": false, ""modified"": true}, {""variable"": ""subsidiary_business_scope_ok"", ""original"": false, ""modified"": true}, {""variable"": ""excess_business_or_investment_adjustment_required"", ""original"": true, ""modified"": false}, {""variable"": ""other_necessary_measures"", ""original"": true, ""modified"": false}]",9,39.13
case_44,0,SAT,,SAT,"{'internal_control_system_established': True, 'internal_control_system_executed': True, 'internal_handling_system_established': True, 'internal_handling_system_executed': True}","{""judgment"": ""SAT"", ""modifications"": {""internal_control_system_established"": true, ""internal_control_system_executed"": true, ""internal_handling_system_established"": true, ""internal_handling_system_executed"": true}, ""reasoning"": ""建立並確實執行內部控制及不動產出租交易內部控制作業程序，符合保險法第148-3條及相關規定，消除違規事實，達成無罰款合規狀態。""}",True,SAT,,2.010639905929565,False,4,4,4,100.0,100.0,"[{""variable"": ""internal_control_system_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_system_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_system_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_system_executed"", ""original"": false, ""modified"": true}]",4,100.0
case_45,0,SAT,,SAT,"{'director_violation': False, 'employee_violation': False, 'violation_affects_business': False, 'violation_affecting_business': False, 'violation_affecting_business_alt2': False, 'violation_affecting_business_any': False, 'non_compliance_found': False, 'violation_of_law_or_order': False, 'violation_specified_articles': False, 'violation_178_1_1': False, 'violation_178_1_4': False, 'violation_178_1_5': False, 'violation_178_1_any': False, 'internal_control_system_executed': True, 'internal_control_executed': True, 'internal_control_updated': True, 'internal_control_system_updated_within_deadline': True, 'honesty_and_credit_followed': True, 'honesty_and_credit_principle': True, 'prohibited_behavior_1': False, 'prohibited_behavior_2': False, 'prohibited_behavior_3': False, 'prohibited_behavior_4': False, 'prohibited_behavior_5': False, 'prohibited_behavior_6': False, 'prohibited_behavior_7': False, 'prohibited_behavior_8': False, 'prohibited_behavior_9': False, 'prohibited_behavior_10': False, 'prohibited_behavior_11': False, 'prohibited_behavior_12': False, 'prohibited_behavior_13': False, 'prohibited_behavior_14': False, 'prohibited_behavior_15': False, 'prohibited_behavior_16': False, 'prohibited_behavior_17': False, 'prohibited_behavior_18': False, 'prohibited_behavior_19': False, 'prohibited_behavior_20': False, 'prohibited_behavior_21': False, 'prohibited_behavior_22': False, 'prohibited_behavior_23': False, 'prohibited_behavior_24': False, 'all_prohibited_behaviors_ok': True}","{""judgment"": ""SAT"", ""modifications"": {""director_violation"": false, ""employee_violation"": false, ""violation_affects_business"": false, ""violation_affecting_business"": false, ""violation_affecting_business_alt2"": false, ""violation_affecting_business_any"": false, ""non_compliance_found"": false, ""violation_of_law_or_order"": false, ""violation_specified_articles"": false, ""violation_178_1_1"": false, ""violation_178_1_4"": false, ""violation_178_1_5"": false, ""violation_178_1_any"": false, ""internal_control_sys",False,UNSAT,,9.799403667449951,False,44,44,64,100.0,68.75,"[{""variable"": ""director_violation"", ""original"": true, ""modified"": false}, {""variable"": ""employee_violation"", ""original"": true, ""modified"": false}, {""variable"": ""violation_affects_business"", ""original"": true, ""modified"": false}, {""variable"": ""violation_affecting_business"", ""original"": true, ""modified"": false}, {""variable"": ""violation_affecting_business_alt2"", ""original"": true, ""modified"": false}, {""variable"": ""violation_affecting_business_any"", ""original"": true, ""modified"": false}, {""variable"": ""non_compliance_found"", ""original"": true, ""modified"": false}, {""variable"": ""violation_of_law_or_order"", ""original"": true, ""modified"": false}, {""variable"": ""violation_specified_articles"", ""original"": true, ""modified"": false}, {""variable"": ""violation_178_1_1"", ""original"": true, ""modified"": false}, {""variable"": ""violation_178_1_4"", ""original"": true, ""modified"": false}, {""variable"": ""violation_178_1_5"", ""original"": true, ""modified"": false}, {""variable"": ""violation_178_1_any"", ""original"": true, ""modified"": false}, {""variable"": ""internal_control_system_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_updated"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_system_updated_within_deadline"", ""original"": false, ""modified"": true}, {""variable"": ""honesty_and_credit_followed"", ""original"": false, ""modified"": true}, {""variable"": ""honesty_and_credit_principle"", ""original"": false, ""modified"": true}, {""variable"": ""prohibited_behavior_1"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_2"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_3"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_4"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_5"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_6"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_7"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_8"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_9"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_10"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_11"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_12"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_13"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_14"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_15"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_16"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_17"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_18"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_19"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_20"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_21"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_22"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_23"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_behavior_24"", ""original"": true, ""modified"": false}, {""variable"": ""all_prohibited_behaviors_ok"", ""original"": false, ""modified"": true}]",8,12.5
case_46,5,SAT,,SAT,"{'violation_flag': False, 'correction_given': False, 'improvement_deadline_set': False, 'remove_or_suspend_director_supervisor': False, 'moe_notified_to_revoke_registration': False}","{""judgment"": ""SAT"", ""modifications"": {""violation_flag"": false, ""correction_given"": false, ""improvement_deadline_set"": false, ""remove_or_suspend_director_supervisor"": false, ""moe_notified_to_revoke_registration"": false}, ""reasoning"": ""將違規標誌及相關處分撤銷，表示公司已無違規情事且未進行處分，故不會有罰款，符合無罰款(PENALTY=false)狀態。""}",False,UNSAT,,2.586136102676392,True,5,5,20,100.0,25.0,"[{""variable"": ""violation_flag"", ""original"": true, ""modified"": false}, {""variable"": ""correction_given"", ""original"": true, ""modified"": false}, {""variable"": ""improvement_deadline_set"", ""original"": true, ""modified"": false}, {""variable"": ""remove_or_suspend_director_supervisor"", ""original"": true, ""modified"": false}, {""variable"": ""moe_notified_to_revoke_registration"", ""original"": true, ""modified"": false}]",1,5.0
case_47,34,UNSAT,,UNSAT,,"{""judgment"":""UNSAT"",""reasoning"":""多項關鍵違規行為（如使用客戶帳戶為自己或他人交易、內部控制重大缺失未改善、投資決策未依合理分析基礎作成等）均為固定且不可修改，且這些違規行為直接導致罰款，無法透過修改可變事實達到無罰款狀態。""}",True,,,1.974530696868896,True,0,0,0,0.0,0.0,,,
case_48,23,UNSAT,,SAT,"{'resume_applied': True, 'broker_appointed_as_required': True, 'correction_reported': True, 'correction_followed_up': True, 'license_revoked': False, 'broker_license_canceled': True, 'stop_reported_and_approved': True, 'resume_reported_and_approved': True, 'extension_requested': True, 'extension_count': 1, 'extension_request_days_before_expiry': 20, 'fail_to_cancel_license_in_time': False, 'fail_to_appoint_broker_after_employment': False}","{""judgment"": ""SAT"", ""modifications"": {""resume_applied"": true, ""broker_appointed_as_required"": true, ""correction_reported"": true, ""correction_followed_up"": true, ""license_revoked"": false, ""broker_license_canceled"": true, ""stop_reported_and_approved"": true, ""resume_reported_and_approved"": true, ""extension_requested"": true, ""extension_count"": 1, ""extension_request_days_before_expiry"": 20, ""fail_to_cancel_license_in_time"": false, ""fail_to_appoint_broker_after_employment"": false}, ""reasoning"": ""為避免罰款",False,UNSAT,,4.913790941238403,True,13,13,104,100.0,12.5,"[{""variable"": ""resume_applied"", ""original"": false, ""modified"": true}, {""variable"": ""broker_appointed_as_required"", ""original"": false, ""modified"": true}, {""variable"": ""correction_reported"", ""original"": false, ""modified"": true}, {""variable"": ""correction_followed_up"", ""original"": false, ""modified"": true}, {""variable"": ""license_revoked"", ""original"": true, ""modified"": false}, {""variable"": ""broker_license_canceled"", ""original"": false, ""modified"": true}, {""variable"": ""stop_reported_and_approved"", ""original"": false, ""modified"": true}, {""variable"": ""resume_reported_and_approved"", ""original"": false, ""modified"": true}, {""variable"": ""extension_requested"", ""original"": false, ""modified"": true}, {""variable"": ""extension_count"", ""original"": 0, ""modified"": 1}, {""variable"": ""extension_request_days_before_expiry"", ""original"": 0, ""modified"": 20}, {""variable"": ""fail_to_cancel_license_in_time"", ""original"": true, ""modified"": false}, {""variable"": ""fail_to_appoint_broker_after_employment"", ""original"": true, ""modified"": false}]",,
case_49,1,SAT,,SAT,"{'annual_reports_submitted_on_time': True, 'unauthorized_stop_or_suspend_or_dissolve': False, 'fail_to_cancel_license_within_deadline': False, 'submit_false_or_incomplete_reports': False, 'violate_financial_management_rules': False, 'violation_financial_or_business_management': False, 'violation_financial_or_business_management_or_broker_rules': False, 'broker_company_fails_to_report_stop_or_resume': False, 'license_and_guarantee_compliance': True, 'financial_and_business_management_compliant': True, 'license_revocation_procedures_complied': True, 'reporting_and_improvement_compliance': True}","{""judgment"": ""SAT"", ""modifications"": {""annual_reports_submitted_on_time"": true, ""unauthorized_stop_or_suspend_or_dissolve"": false, ""fail_to_cancel_license_within_deadline"": false, ""submit_false_or_incomplete_reports"": false, ""violate_financial_management_rules"": false, ""violation_financial_or_business_management"": false, ""violation_financial_or_business_management_or_broker_rules"": false, ""broker_company_fails_to_report_stop_or_resume"": false, ""license_and_guarantee_compliance"": true, ""financial",False,UNSAT,,5.163430213928223,True,12,12,75,100.0,16.0,"[{""variable"": ""annual_reports_submitted_on_time"", ""original"": false, ""modified"": true}, {""variable"": ""unauthorized_stop_or_suspend_or_dissolve"", ""original"": true, ""modified"": false}, {""variable"": ""fail_to_cancel_license_within_deadline"", ""original"": true, ""modified"": false}, {""variable"": ""submit_false_or_incomplete_reports"", ""original"": true, ""modified"": false}, {""variable"": ""violate_financial_management_rules"", ""original"": true, ""modified"": false}, {""variable"": ""violation_financial_or_business_management"", ""original"": true, ""modified"": false}, {""variable"": ""violation_financial_or_business_management_or_broker_rules"", ""original"": true, ""modified"": false}, {""variable"": ""broker_company_fails_to_report_stop_or_resume"", ""original"": true, ""modified"": false}, {""variable"": ""license_and_guarantee_compliance"", ""original"": false, ""modified"": true}, {""variable"": ""financial_and_business_management_compliant"", ""original"": false, ""modified"": true}, {""variable"": ""license_revocation_procedures_complied"", ""original"": false, ""modified"": true}, {""variable"": ""reporting_and_improvement_compliance"", ""original"": false, ""modified"": true}]",11,14.67
case_50,0,SAT,,SAT,"{'internal_control_established': True, 'internal_control_executed': True}","{""judgment"": ""SAT"", ""modifications"": {""internal_control_established"": true, ""internal_control_executed"": true}, ""reasoning"": ""根據案例，罰鍰是因為未建立及未確實執行內部控制制度。若將internal_control_established及internal_control_executed設為true，表示已建立並確實執行內部控制制度，則可避免罰鍰，達成PENALTY=false。其他內部處理及作業制度已建立且執行，無需修改。""}",False,UNSAT,,3.626028060913086,False,2,2,7,100.0,28.57,"[{""variable"": ""internal_control_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_executed"", ""original"": false, ""modified"": true}]",3,42.86
case_51,22,UNSAT,,SAT,"{'insurance_product_suitability_considered': True, 'suitability_ensured': True, 'transaction_control_mechanism_established': True, 'consumer_understands_investment_risk_borne': True, 'consumer_understands_premium_usage': True, 'consumer_confirmation_obtained': True}","{""judgment"": ""SAT"", ""modifications"": {""insurance_product_suitability_considered"": true, ""suitability_ensured"": true, ""transaction_control_mechanism_established"": true, ""consumer_understands_investment_risk_borne"": true, ""consumer_understands_premium_usage"": true, ""consumer_confirmation_obtained"": true}, ""reasoning"": ""為達到無罰款，需確保保險商品適合度評估落實，且建立交易控管機制，並讓消費者充分理解投資風險及保費使用，符合金融消費者保護法及相關規定。""}",False,UNSAT,,2.662342309951782,True,5,6,53,83.33,9.43,"[{""variable"": ""insurance_product_suitability_considered"", ""original"": false, ""modified"": true}, {""variable"": ""suitability_ensured"", ""original"": false, ""modified"": true}, {""variable"": ""transaction_control_mechanism_established"", ""original"": false, ""modified"": true}, {""variable"": ""consumer_understands_investment_risk_borne"", ""original"": false, ""modified"": true}, {""variable"": ""consumer_understands_premium_usage"", ""original"": false, ""modified"": true}]",,
case_52,1,UNSAT,,SAT,"{'internal_control_system_established': True, 'internal_control_system_executed': True, 'internal_handling_system_established': True, 'internal_handling_system_executed': True, 'internal_control_established': True, 'internal_control_executed': True, 'internal_handling_established': True, 'internal_handling_executed': True}","{""judgment"": ""SAT"", ""modifications"": {""internal_control_system_established"": true, ""internal_control_system_executed"": true, ""internal_handling_system_established"": true, ""internal_handling_system_executed"": true, ""internal_control_established"": true, ""internal_control_executed"": true, ""internal_handling_established"": true, ""internal_handling_executed"": true}, ""reasoning"": ""根據案例，罰鍰是因為未建立及未確實執行內部控制制度及相關作業制度。只要建立並確實執行內部控制系統及內部處理系統，且符合銀行法第45條之1及第129條第7款規定，即可達成無罰款狀態。內部作業制度建立為固定false，無法修改，但只要其他系統建立且執",False,UNSAT,,4.297508239746094,True,8,8,13,100.0,61.54,"[{""variable"": ""internal_control_system_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_system_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_system_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_system_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_executed"", ""original"": false, ""modified"": true}]",,
case_53,1,SAT,,SAT,"{'internal_control_established': True, 'internal_control_executed': True}","{""judgment"": ""SAT"", ""modifications"": {""internal_control_established"": true, ""internal_control_executed"": true}, ""reasoning"": ""根據案例描述，罰鍰是因為未建立及未確實執行內部控制制度。若將internal_control_established及internal_control_executed設為true，表示銀行已建立並確實執行內部控制制度，符合銀行法第45條之1及相關規定，可避免罰鍰。其他變數保持不變且符合硬性約束。""}",False,UNSAT,,3.074043989181519,True,2,2,7,100.0,28.57,"[{""variable"": ""internal_control_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_executed"", ""original"": false, ""modified"": true}]",3,42.86
case_54,0,SAT,,SAT,"{'violate_law': False, 'impede_sound_operation': False, 'correction_ordered': False, 'suspend_partial_business': False, 'penalties_applied': False, 'violation_occurred': False}","{""judgment"": ""SAT"", ""modifications"": {""violate_law"": false, ""impede_sound_operation"": false, ""correction_ordered"": false, ""suspend_partial_business"": false, ""penalties_applied"": false, ""violation_occurred"": false}, ""reasoning"": ""只要不違反法律且不妨礙健全經營，且不下達糾正命令與停止業務處分，則可達成無罰款狀態。""}",False,UNSAT,,2.856750965118408,False,6,6,22,100.0,27.27,"[{""variable"": ""violate_law"", ""original"": true, ""modified"": false}, {""variable"": ""impede_sound_operation"", ""original"": true, ""modified"": false}, {""variable"": ""correction_ordered"", ""original"": true, ""modified"": false}, {""variable"": ""suspend_partial_business"", ""original"": true, ""modified"": false}, {""variable"": ""penalties_applied"", ""original"": true, ""modified"": false}, {""variable"": ""violation_occurred"", ""original"": true, ""modified"": false}]",1,4.55
case_55,6,UNSAT,,UNSAT,,"{""judgment"": ""UNSAT"", ""reasoning"": ""因為internal_control_executed、internal_control_system_executed、internal_handling_system_executed、internal_control_compliance、internal_handling_compliance、internal_operation_system_executed等關鍵變數均為false且為硬性固定值，無法修改，導致無法達成內部控制制度建立及執行的合規要求，故無法達成無罰款(PENALTY=false)狀態。""}",True,,,2.320577144622803,True,0,0,0,0.0,0.0,,,
case_56,0,SAT,,SAT,"{'internal_control_system_established': True, 'internal_control_system_executed': True, 'internal_handling_system_established': True, 'internal_handling_system_executed': True, 'internal_operation_system_established': True, 'internal_operation_system_executed': True, 'internal_control_established': True, 'internal_control_executed': True, 'internal_handling_established': True, 'internal_handling_executed': True, 'internal_operation_established': True, 'internal_operation_executed': True}","{""judgment"": ""SAT"", ""modifications"": {""internal_control_system_established"": true, ""internal_control_system_executed"": true, ""internal_handling_system_established"": true, ""internal_handling_system_executed"": true, ""internal_operation_system_established"": true, ""internal_operation_system_executed"": true, ""internal_control_established"": true, ""internal_control_executed"": true, ""internal_handling_established"": true, ""internal_handling_executed"": true, ""internal_operation_established"": true, ""intern",False,UNSAT,,3.297560214996338,False,12,12,13,100.0,92.31,"[{""variable"": ""internal_control_system_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_system_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_system_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_system_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_operation_system_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_operation_system_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_control_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_handling_executed"", ""original"": false, ""modified"": true}, {""variable"": ""internal_operation_established"", ""original"": false, ""modified"": true}, {""variable"": ""internal_operation_executed"", ""original"": false, ""modified"": true}]",13,100.0
case_57,1,UNSAT,,SAT,"{'business_types_approved': True, 'business_operation_approved': True, 'business_operation_permitted': True, 'fund_loaned_to_others': False, 'prohibited_fund_usage': False, 'personnel_full_time': True, 'personnel_registered_before_duty': True, 'personnel_registration_compliant': True, 'personnel_registration_valid': True, 'approved_by_authority': True}","{""judgment"": ""SAT"", ""modifications"": {""business_types_approved"": true, ""business_operation_approved"": true, ""business_operation_permitted"": true, ""fund_loaned_to_others"": false, ""prohibited_fund_usage"": false, ""personnel_full_time"": true, ""personnel_registered_before_duty"": true, ""personnel_registration_compliant"": true, ""personnel_registration_valid"": true, ""approved_by_authority"": true}, ""reasoning"": ""為達成無罰款，必須確保所有業務種類及營運均經主管機關核准，禁止將資金貸與他人，確保資金使用合規，且人員必須為專任且合規登記，並取得主管機關核准，符合證券投資顧問相關法規要求。""}",False,UNSAT,,4.113233804702759,True,10,10,36,100.0,27.78,"[{""variable"": ""business_types_approved"", ""original"": false, ""modified"": true}, {""variable"": ""business_operation_approved"", ""original"": false, ""modified"": true}, {""variable"": ""business_operation_permitted"", ""original"": false, ""modified"": true}, {""variable"": ""fund_loaned_to_others"", ""original"": true, ""modified"": false}, {""variable"": ""prohibited_fund_usage"", ""original"": true, ""modified"": false}, {""variable"": ""personnel_full_time"", ""original"": false, ""modified"": true}, {""variable"": ""personnel_registered_before_duty"", ""original"": false, ""modified"": true}, {""variable"": ""personnel_registration_compliant"", ""original"": false, ""modified"": true}, {""variable"": ""personnel_registration_valid"", ""original"": false, ""modified"": true}, {""variable"": ""approved_by_authority"", ""original"": false, ""modified"": true}]",,
case_58,24,UNSAT,,SAT,"{'business_types_approved': True, 'personnel_full_time': True, 'personnel_registration_compliant': True, 'business_premises_independent': True}","{""judgment"": ""SAT"", ""modifications"": {""business_types_approved"": true, ""personnel_full_time"": true, ""personnel_registration_compliant"": true, ""business_premises_independent"": true}, ""reasoning"": ""將未獲核准的業務類型改為已核准，確保人員為專任且登記合規，並使營業處所獨立符合規定，消除違規事實，避免罰款。""}",False,UNSAT,,1.863695859909058,True,4,4,84,100.0,4.76,"[{""variable"": ""business_types_approved"", ""original"": false, ""modified"": true}, {""variable"": ""personnel_full_time"", ""original"": false, ""modified"": true}, {""variable"": ""personnel_registration_compliant"", ""original"": false, ""modified"": true}, {""variable"": ""business_premises_independent"", ""original"": false, ""modified"": true}]",,
case_59,0,SAT,,SAT,"{'violate_financial_management_rule': False, 'violate_business_management_rule': False, 'violate_related_provisions': False, 'violation_financial_or_business_management': False}","{""judgment"": ""SAT"", ""modifications"": {""violate_financial_management_rule"": false, ""violate_business_management_rule"": false, ""violate_related_provisions"": false, ""violation_financial_or_business_management"": false}, ""reasoning"": ""透過消除違反財務及業務管理規則的情事，並確保不違反相關規定，案件可達成無罰款合規狀態。""}",False,UNSAT,,1.623591184616089,False,4,4,29,100.0,13.79,"[{""variable"": ""violate_financial_management_rule"", ""original"": true, ""modified"": false}, {""variable"": ""violate_business_management_rule"", ""original"": true, ""modified"": false}, {""variable"": ""violate_related_provisions"", ""original"": true, ""modified"": false}, {""variable"": ""violation_financial_or_business_management"", ""original"": true, ""modified"": false}]",7,24.14
case_60,9,SAT,,SAT,"{'violation_flag': False, 'violation_exists': False, 'remove_director_supervisor_ordered': False}","{""judgment"": ""SAT"", ""modifications"": {""violation_flag"": false, ""violation_exists"": false, ""remove_director_supervisor_ordered"": false}, ""reasoning"": ""將違規標誌改為不存在，並取消停止董事職務處分，符合無罰款(PENALTY=false)條件。""}",False,UNSAT,,1.608713865280151,True,3,3,59,100.0,5.08,"[{""variable"": ""violation_flag"", ""original"": true, ""modified"": false}, {""variable"": ""violation_exists"", ""original"": true, ""modified"": false}, {""variable"": ""remove_director_supervisor_ordered"", ""original"": true, ""modified"": false}]",5,8.47
